distance_km,beds,icu,equipment_match,severity_weight,has_ventilator,has_defibrillator,has_ct_scan,has_blood_bank,has_icu_equipment,accepting,specialist_present,hospital_load,condition_severity,ot_available,was_selected
0.8816292801290789,0.9177483927092889,0.9,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.9782047776808154,0.5239276485562145,0.08,0.0,1.0,0,0,0,1,0,1,0,0.45,3,0.0,0
0.9781877295494115,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.15,3,0.3333333333333333,0
0.05720012068640069,0.5522122565191372,0.12,1.0,1.0,1,1,1,1,1,1,1,0.3,3,0.0,0
0.32211456607310357,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.0,0
0.05429824608590722,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.3241080702450859,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.05,3,0.0,0
0.054869957915178,0.38560049314076816,0.04,0.5,1.0,0,1,0,0,0,1,1,0.35,3,0.16666666666666666,0
0.7525263412015596,0.6322686066071146,0.3,0.5,0.3333333333333333,1,0,0,1,0,1,0,0.6,1,0.3333333333333333,1
0.8239686762320638,0.288129070006334,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.35,1,0.0,0
0.8137823432983545,0.4458541583113122,0.06,0.0,0.3333333333333333,0,0,0,1,0,1,0,0.4,1,0.3333333333333333,0
0.053963848781441864,0.2588103241013484,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.05,1,0.0,0
0.14365514763071047,0.2588103241013484,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.0,1,0.3333333333333333,0
0.189006691499672,0.8528133029917307,0.6,0.5,0.3333333333333333,1,1,1,1,1,1,1,0.55,1,0.16666666666666666,0
0.6779382674038605,0.4458541583113122,0.06,0.5,0.3333333333333333,1,0,0,1,0,1,0,0.65,1,0.16666666666666666,0
0.16923915685026658,0.38560049314076816,0.02,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.5,1,0.16666666666666666,0
0.7526832560644634,0.6322686066071146,0.3,0.6,1.0,1,0,0,1,0,1,0,0.6,3,0.3333333333333333,1
0.8241536168841597,0.288129070006334,0.0,0.2,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.8139533431735676,0.4458541583113122,0.06,0.4,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.20082514089458978,0.38560049314076816,0.02,0.2,1.0,0,0,0,0,0,1,0,0.15,3,0.3333333333333333,0
0.05411579795622274,0.288129070006334,0.0,0.2,1.0,0,0,0,0,0,1,0,0.15,3,0.3333333333333333,0
0.7621653312731768,0.3533310608570119,0.02,0.2,1.0,0,0,0,0,0,1,0,0.45,3,0.0,0
0.054295952097279894,0.38560049314076816,0.02,0.2,1.0,0,0,0,0,0,1,0,0.7,3,0.3333333333333333,0
0.2575820052366533,0.2588103241013484,0.0,0.2,1.0,0,0,0,0,0,1,0,0.1,3,0.0,0
0.751979772790787,0.6322686066071146,0.3,0.6,1.0,1,0,0,1,0,1,0,0.6,3,0.3333333333333333,1
0.8232877248837678,0.288129070006334,0.0,0.2,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.8130787078137889,0.4458541583113122,0.06,0.4,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.05409910163213425,0.5239276485562145,0.08,0.4,1.0,0,0,0,1,0,1,0,0.45,3,0.0,0
0.1743388301703042,0.48958324689228405,0.06,0.2,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.17821525368416322,0.41246410897838653,0.04,0.4,1.0,0,0,0,1,0,1,0,0.7,3,0.3333333333333333,0
0.16127653309559722,0.5522122565191372,0.1,0.4,1.0,0,0,0,1,0,1,0,0.35,3,0.0,0
0.05407452300839949,0.38560049314076816,0.02,0.2,1.0,0,0,0,0,0,1,0,0.4,3,0.0,0
0.7681060537098606,0.5522122565191372,0.12,1.0,1.0,1,1,0,1,1,1,1,0.3,3,0.3333333333333333,1
0.7646143156960543,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.0,0
0.7412452782719602,0.38560049314076816,0.04,0.5,1.0,0,1,0,0,0,1,1,0.35,3,0.16666666666666666,0
0.7054372813169953,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.3333333333333333,0
0.16346665335061272,0.576258140012668,0.12,0.5,1.0,1,0,0,1,0,1,0,0.25,3,0.16666666666666666,0
0.16654272610462578,0.5239276485562145,0.08,0.0,1.0,0,0,0,1,0,1,0,0.6,3,0.3333333333333333,0
0.6873006539944068,0.4458541583113122,0.06,0.5,1.0,1,0,0,1,0,1,0,0.65,3,0.16666666666666666,0
0.054648504534228794,0.48958324689228405,0.06,0.0,1.0,0,0,0,1,0,1,0,0.4,3,0.0,0
0.30525408644016777,0.8068182131420991,0.44,1.0,1.0,1,1,1,1,1,1,1,0.2,3,0.16666666666666666,1
0.8400838700358098,0.31291771646377814,0.0,0.0,1.0,0,0,0,0,0,1,0,0.2,3,0.3333333333333333,0
0.7416301598220788,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.15,3,0.3333333333333333,0
0.0600785271127563,0.38560049314076816,0.04,0.5,1.0,0,1,0,0,0,1,1,0.35,3,0.16666666666666666,0
0.06834284740440112,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.16666666666666666,0
0.06819820296930901,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.0,0
0.2985610124282105,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.3333333333333333,0
0.05609030482417511,0.7253818254421647,0.32,1.0,1.0,1,1,1,1,1,1,1,0.45,3,0.5,0
0.7835946830921303,0.5239276485562145,0.1,1.0,1.0,1,1,0,1,0,1,1,0.7,3,0.16666666666666666,1
0.89290040585205,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.16666666666666666,0
0.8462851473575521,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.05490936061690204,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.6,3,0.0,0
0.7455156850259443,0.38560049314076816,0.04,0.5,1.0,0,1,0,0,0,1,1,0.35,3,0.16666666666666666,0
0.07151231337541401,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.5,3,0.3333333333333333,0
0.25565037222574144,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.16666666666666666,0
0.16591549139366976,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.0,3,0.3333333333333333,0
0.7523873709935706,0.6322686066071146,0.3,0.5,1.0,1,0,0,1,0,1,0,0.6,3,0.3333333333333333,1
0.8238071221544218,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.8136374758726274,0.4458541583113122,0.06,0.25,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.16871293501229992,0.4458541583113122,0.04,0.25,1.0,0,0,0,1,0,1,0,0.5,3,0.16666666666666666,0
0.7618641888330585,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.45,3,0.0,0
0.054069155328317804,0.9177483927092889,0.9,0.75,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,0
0.2524315191336609,0.31291771646377814,0.0,0.0,1.0,0,0,0,0,0,1,0,0.4,3,0.16666666666666666,0
0.05402188075207336,0.576258140012668,0.12,0.5,1.0,1,0,0,1,0,1,0,0.35,3,0.3333333333333333,0
0.7525913499893897,0.6322686066071146,0.3,0.5,1.0,1,0,0,1,0,1,1,0.6,3,0.3333333333333333,1
0.824046135114656,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.8138556576575354,0.4458541583113122,0.06,0.25,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.25243366180198207,0.288129070006334,0.02,0.0,1.0,0,0,0,0,0,1,0,0.45,3,0.0,0
0.15236398255469463,0.6156757666995463,0.16,0.75,1.0,1,0,1,1,0,1,1,0.25,3,0.16666666666666666,0
0.054066252833340205,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.0,0
0.09868209785781727,0.3533310608570119,0.0,0.0,1.0,0,0,0,0,0,1,0,0.2,3,0.3333333333333333,0
0.14796482462919647,0.5622660235692741,0.2,0.75,1.0,1,1,1,1,1,1,1,0.45,3,0.16666666666666666,0
0.7520068740693444,0.6322686066071146,0.3,0.6,1.0,1,0,0,1,0,1,0,0.6,3,0.3333333333333333,1
0.8233829333873499,0.288129070006334,0.0,0.2,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.8132947353134902,0.4458541583113122,0.06,0.4,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.16931346368453237,0.41246410897838653,0.04,0.4,1.0,0,0,0,1,0,1,0,0.1,3,0.16666666666666666,0
0.17760239703791797,0.2588103241013484,0.0,0.2,1.0,0,0,0,0,0,1,0,0.55,3,0.3333333333333333,0
0.3959224443394956,0.41246410897838653,0.04,0.4,1.0,0,0,0,1,0,1,0,0.65,3,0.16666666666666666,0
0.26351315160345923,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.0,0
0.1566340821692637,0.5239276485562145,0.08,0.4,1.0,0,0,0,1,0,1,0,0.6,3,0.3333333333333333,0
0.752225575593646,0.6322686066071146,0.3,0.6666666666666666,0.6666666666666666,1,0,0,1,0,1,0,0.6,2,0.3333333333333333,1
0.8236452093411609,0.288129070006334,0.0,0.0,0.6666666666666666,0,0,0,0,0,1,0,0.35,2,0.0,0
0.813546456599006,0.4458541583113122,0.06,0.3333333333333333,0.6666666666666666,0,0,0,1,0,1,0,0.4,2,0.3333333333333333,0
0.45247108227918104,0.38560049314076816,0.02,0.3333333333333333,0.6666666666666666,0,0,0,1,0,1,0,0.05,2,0.0,0
0.19972773780444258,0.576258140012668,0.2,0.6666666666666666,0.6666666666666666,1,1,1,1,1,1,0,0.35,2,0.16666666666666666,0
0.7749927920945168,0.288129070006334,0.0,0.0,0.6666666666666666,0,0,0,0,0,1,0,0.65,2,0.16666666666666666,0
0.14794865506991575,0.7712009862815363,0.4,0.6666666666666666,0.6666666666666666,1,1,1,1,1,1,0,0.35,2,0.6666666666666666,0
0.054064576172949186,0.3533310608570119,0.02,0.0,0.6666666666666666,0,0,0,0,0,1,0,0.25,2,0.0,0
0.7520774203466278,0.6322686066071146,0.3,1.0,0.3333333333333333,1,0,0,1,0,1,0,0.6,1,0.3333333333333333,1
0.8234463375088925,0.288129070006334,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.35,1,0.0,0
0.813313016808608,0.4458541583113122,0.06,0.0,0.3333333333333333,0,0,0,1,0,1,0,0.4,1,0.3333333333333333,0
0.1511398529468753,0.2588103241013484,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.2,1,0.3333333333333333,0
0.25985226473159856,0.288129070006334,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.7,1,0.0,0
0.14862042357489605,0.5239276485562145,0.08,1.0,0.3333333333333333,1,0,0,0,0,1,0,0.35,1,0.16666666666666666,0
0.05402221108256328,0.7066621217140238,0.24,1.0,0.3333333333333333,1,0,1,1,1,1,0,0.25,1,0.6666666666666666,0
0.06165795267367109,0.2588103241013484,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.5,1,0.0,0
0.9722022772173227,0.9177483927092889,0.9,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.9742616353486883,0.8885364604221719,0.8,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,0
0.9688548609688601,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.0,0
0.06127419894160607,0.5239276485562145,0.1,1.0,1.0,1,1,0,1,0,1,1,0.1,3,0.0,0
0.06090965429321724,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.3,3,0.0,0
0.05515549979404415,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.05,3,0.3333333333333333,0
0.055098092142211,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.8987099438264625,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.3333333333333333,0
0.7522156333389038,0.6322686066071146,0.3,0.3333333333333333,0.3333333333333333,1,0,0,1,0,1,0,0.6,1,0.3333333333333333,1
0.8235242113135558,0.288129070006334,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.35,1,0.0,0
0.813215902292657,0.4458541583113122,0.06,0.0,0.3333333333333333,0,0,0,1,0,1,0,0.4,1,0.3333333333333333,0
0.1656311221752288,0.4734890365184638,0.04,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.65,1,0.16666666666666666,0
0.2461969780297296,0.2229270791556561,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.3,1,0.3333333333333333,0
0.053985724746612986,0.4458541583113122,0.04,0.0,0.3333333333333333,0,0,0,1,0,1,0,0.5,1,0.3333333333333333,0
0.05407548959443783,0.38560049314076816,0.02,0.0,0.3333333333333333,0,0,0,0,0,1,0,0.4,1,0.0,0
0.8130787627767649,0.5522122565191372,0.12,0.3333333333333333,0.3333333333333333,1,1,0,1,1,1,0,0.3,1,0.3333333333333333,0
0.7757946154927284,0.5239276485562145,0.1,0.8,0.3333333333333333,1,1,0,1,0,1,0,0.7,1,0.16666666666666666,1
0.8229877148492286,0.288129070006334,0.0,0.2,0.3333333333333333,0,0,0,0,0,1,0,0.35,1,0.0,0
0.8129109558425194,0.4458541583113122,0.06,0.4,0.3333333333333333,0,0,0,1,0,1,0,0.4,1,0.3333333333333333,0
0.15645614193049168,0.5522122565191372,0.1,0.4,0.3333333333333333,1,0,0,0,0,1,0,0.4,1,0.3333333333333333,0
0.058031393781870166,0.3533310608570119,0.02,0.2,0.3333333333333333,0,0,0,0,0,1,0,0.65,1,0.16666666666666666,0
0.053972383306540285,0.48958324689228405,0.06,0.4,0.3333333333333333,0,0,0,1,0,1,0,0.4,1,0.0,0
0.777796742233946,0.38560049314076816,0.04,0.4,0.3333333333333333,0,1,0,0,0,1,0,0.35,1,0.16666666666666666,0
0.16930487633976266,0.41246410897838653,0.04,0.4,0.3333333333333333,0,0,0,1,0,1,0,0.1,1,0.16666666666666666,0
0.7626146243893157,0.5239276485562145,0.1,1.0,1.0,1,1,0,1,0,1,1,0.1,3,0.0,1
0.8881776041275187,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.7,3,0.0,0
0.8522120005073175,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,3,0.16666666666666666,0
0.06787880941467911,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.15,3,0.3333333333333333,0
0.16726268364101055,0.5239276485562145,0.08,0.5,1.0,1,0,0,0,0,1,0,0.35,3,0.16666666666666666,0
0.16996910819416394,0.742147819125254,0.36,1.0,1.0,1,1,1,1,1,1,1,0.25,3,0.3333333333333333,0
0.09903515369351928,0.3533310608570119,0.0,0.0,1.0,0,0,0,0,0,1,0,0.2,3,0.3333333333333333,0
0.27246993571681444,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.7887429920852509,0.8068182131420991,0.5,1.0,1.0,1,1,1,1,1,1,1,0.5,3,0.6666666666666666,1
0.8484825051998034,0.576258140012668,0.12,0.5,1.0,1,0,0,1,0,1,0,0.25,3,0.16666666666666666,0
0.8468845736201404,0.5522122565191372,0.1,0.5,1.0,1,0,0,0,0,1,0,0.4,3,0.3333333333333333,0
0.8141064696858143,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.16666666666666666,0
0.05459259181972793,0.6156757666995463,0.14,0.5,1.0,1,0,1,1,1,1,0,0.4,3,0.0,0
0.049980487827755264,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.3333333333333333,0
0.6749730633961806,0.5522122565191372,0.1,0.0,1.0,0,0,0,1,0,1,0,0.35,3,0.0,0
0.21627255259911318,0.6610609759511434,0.2,0.5,1.0,1,0,1,1,1,1,0,0.55,3,0.3333333333333333,0
0.7172868331234231,0.5239276485562145,0.1,1.0,1.0,1,1,0,1,0,1,1,0.7,3,0.16666666666666666,1
0.7623066632310954,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.16666666666666666,0
0.7431951737574177,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.3333333333333333,0
0.13867875744144864,0.7066621217140238,0.28,1.0,1.0,1,1,1,1,1,1,1,0.05,3,0.3333333333333333,0
0.6522758797717161,0.5522122565191372,0.12,1.0,1.0,1,1,0,1,1,1,1,0.3,3,0.3333333333333333,0
0.059585399893071815,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.6,3,0.0,0
0.27517241934940956,0.38560049314076816,0.0,0.0,1.0,0,0,1,0,0,1,0,0.5,3,0.3333333333333333,0
0.05553867802723335,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.9891059553543099,0.5522122565191372,0.12,1.0,1.0,1,1,0,1,1,1,1,0.3,3,0.3333333333333333,1
0.9927591144350318,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.0,0
0.9293935131776399,0.38560049314076816,0.04,0.5,1.0,0,1,0,0,0,1,1,0.35,3,0.16666666666666666,0
0.1675646562780311,0.4734890365184638,0.04,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.16666666666666666,0
0.1630977824765013,0.7066621217140238,0.3,1.0,1.0,1,1,1,1,1,1,1,0.0,3,0.5,0
0.1542035413940222,0.6156757666995463,0.16,0.5,1.0,1,0,1,1,0,1,0,0.25,3,0.16666666666666666,0
0.16602116194054883,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.2,3,0.0,0
0.07128530406661628,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.5,3,0.3333333333333333,0
0.8087243824233056,0.9177483927092889,0.9,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.8196167628085157,0.8068182131420991,0.44,1.0,1.0,1,1,1,1,1,1,1,0.2,3,0.16666666666666666,0
0.8084597020622889,0.38560049314076816,0.02,0.0,1.0,0,0,0,1,0,1,0,0.2,3,0.3333333333333333,0
0.0510554224954303,0.5522122565191372,0.1,0.5,1.0,1,0,0,0,0,1,0,0.4,3,0.3333333333333333,0
0.0512001059226251,0.4734890365184638,0.04,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.16666666666666666,0
0.055684963757920675,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.16666666666666666,0
0.8027355996983774,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.6,3,0.16666666666666666,0
0.19867738072715502,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.5,3,0.3333333333333333,0
0.31816048662435226,0.8068182131420991,0.44,1.0,1.0,1,1,1,1,1,1,1,0.2,3,0.16666666666666666,1
0.798651665054086,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.3333333333333333,0
0.798651665054086,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.0,0
0.06650978724131557,0.6156757666995463,0.24,1.0,1.0,1,1,1,1,1,1,1,0.35,3,0.3333333333333333,0
0.059865579931422934,0.5239276485562145,0.1,1.0,1.0,1,1,0,1,0,1,1,0.7,3,0.16666666666666666,0
0.0679962452228377,0.38560049314076816,0.04,0.0,1.0,0,0,0,1,0,1,0,0.35,3,0.16666666666666666,0
0.06846170104849975,0.48958324689228405,0.08,0.5,1.0,1,0,0,1,0,1,0,0.2,3,0.0,0
0.06806631236351372,0.288129070006334,0.02,0.0,1.0,0,0,0,0,0,1,0,0.45,3,0.0,0
0.34086098888969235,0.8068182131420991,0.44,1.0,1.0,1,1,1,1,1,1,1,0.2,3,0.16666666666666666,1
0.9695053100925379,0.4458541583113122,0.04,0.0,1.0,0,0,0,1,0,1,0,0.0,3,0.16666666666666666,0
0.9683931318405804,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.45,3,0.16666666666666666,0
0.06720309236964919,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,3,0.16666666666666666,0
0.3300918189158754,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.0,0
0.9607663661677622,0.6156757666995463,0.14,0.5,1.0,1,0,1,1,1,1,0,0.4,3,0.0,0
0.05522142090348149,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.3333333333333333,0
0.058624524118297425,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.3,3,0.16666666666666666,0
0.7071934090066012,0.8885364604221719,0.8,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.7330733970764097,0.8068182131420991,0.44,1.0,1.0,1,1,1,1,1,1,1,0.2,3,0.16666666666666666,0
0.7243680550137523,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.4,3,0.3333333333333333,0
0.051484986050300184,0.576258140012668,0.12,0.5,1.0,1,0,0,1,0,1,0,0.25,3,0.16666666666666666,0
0.062340420748015025,0.2229270791556561,0.0,0.0,1.0,0,0,0,0,0,1,0,0.65,3,0.3333333333333333,0
0.6918234274300556,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.3333333333333333,0
0.05210912607289442,0.8528133029917307,0.7,1.0,1.0,1,1,1,1,1,1,1,0.15,3,0.6666666666666666,0
0.3878623476929645,0.38560049314076816,0.02,0.0,1.0,0,0,0,0,0,1,0,0.4,3,0.3333333333333333,0
0.912835775733148,0.9177483927092889,0.9,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.9450128061027603,0.5522122565191372,0.1,0.5,1.0,1,0,0,1,0,1,0,0.5,3,0.0,0
0.9450128061027603,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.16666666666666666,0
0.05446081024844281,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.04937057580161127,0.5522122565191372,0.1,0.0,1.0,0,0,0,1,0,1,0,0.35,3,0.0,0
0.05476517599549854,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.2,3,0.0,0
0.05493061938413535,0.38560049314076816,0.04,0.0,1.0,0,0,0,0,0,1,0,0.45,3,0.0,0
0.7843856518344877,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.6,3,0.0,0
0.8535831202009349,0.5522122565191372,0.12,1.0,1.0,1,1,0,1,1,1,1,0.3,3,0.3333333333333333,1
0.8999156322628512,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.35,3,0.0,0
0.89522648683878,0.4458541583113122,0.06,0.0,1.0,0,0,0,1,0,1,0,0.4,3,0.3333333333333333,0
0.1718594523862718,0.48958324689228405,0.06,0.0,1.0,0,0,0,1,0,1,0,0.2,3,0.16666666666666666,0
0.8146422492186246,0.6322686066071146,0.3,0.5,1.0,1,0,0,1,0,1,0,0.6,3,0.3333333333333333,0
0.17901479129362677,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0.45,3,0.6666666666666666,0
0.8229671953936735,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.5,3,0.16666666666666666,0
0.059371724775489174,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.0,3,0.16666666666666666,0
0.8156116541371603,0.576258140012668,0.16,1.0,1.0,1,1,1,1,1,1,1,0.05,3,0.16666666666666666,1
0.8379280079789989,0.38560049314076816,0.0,0.0,1.0,0,0,1,0,0,1,0,0.5,3,0.3333333333333333,0
0.8055574213791719,0.41246410897838653,0.04,0.0,1.0,0,0,0,1,0,1,0,0.3,3,0.0,0
0.26333390064643325,0.2588103241013484,0.0,0.0,1.0,0,0,0,0,0,1,0,0.25,3,0.16666666666666666,0
0.2921841135505779,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.55,3,0.3333333333333333,0
0.7313174479042241,0.48958324689228405,0.04,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.16666666666666666,0
0.059923571246391145,0.3533310608570119,0.02,0.0,1.0,0,0,0,0,0,1,0,0.6,3,0.16666666666666666,0
0.18731048449899873,0.5522122565191372,0.1,0.5,1.0,1,0,0,0,0,1,0,0.4,3,0.3333333333333333,0
0.7598102608034613,0.7712009862815363,0.4,1.0,1.0,1,1,1,1,1,1,1,0.65,3,0.6666666666666666,1
0.8641531404538354,0.288129070006334,0.0,0.0,1.0,0,0,0,0,0,1,0,0.05,3,0.16666666666666666,0
0.8534000850338014,0.5522122565191372,0.1,0.0,1.0,0,0,0,1,0,1,0,0.35,3,0.0,0
0.054170503820477084,0.31291771646377814,0.02,0.0,1.0,0,0,0,0,0,1,0,0.5,3,0.0,0
