timestamp,container,cpu,mem_usage,mem_percent,net_io,block_io,pids
2026-04-27T08:32:29.5689006+05:30,mediroute_db,11.63%,53.07MiB / 3.529GiB,1.47%,2.19MB / 1.15MB,41.9MB / 901kB,11
2026-04-27T08:32:29.5689006+05:30,mediroute_redis,0.54%,6.996MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:32:46.7777419+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:32:46.7777419+05:30,mediroute_backend,7.63%,223.3MiB / 3.529GiB,6.18%,6.77MB / 4.27MB,170MB / 0B,33
2026-04-27T08:32:46.7777419+05:30,mediroute_db,1.40%,52.82MiB / 3.529GiB,1.46%,2.31MB / 1.21MB,41.9MB / 901kB,11
2026-04-27T08:32:46.7777419+05:30,mediroute_redis,5.04%,6.816MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:33:03.1375727+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:33:03.1375727+05:30,mediroute_backend,1.58%,223.3MiB / 3.529GiB,6.18%,6.93MB / 4.38MB,170MB / 0B,33
2026-04-27T08:33:03.1375727+05:30,mediroute_db,0.00%,52.78MiB / 3.529GiB,1.46%,2.37MB / 1.24MB,41.9MB / 901kB,11
2026-04-27T08:33:03.1375727+05:30,mediroute_redis,0.50%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:33:20.2282627+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:33:20.2282627+05:30,mediroute_backend,1.61%,224MiB / 3.529GiB,6.20%,7.05MB / 4.41MB,170MB / 0B,33
2026-04-27T08:33:20.2282627+05:30,mediroute_db,0.00%,52.79MiB / 3.529GiB,1.46%,2.37MB / 1.24MB,41.9MB / 901kB,11
2026-04-27T08:33:20.2282627+05:30,mediroute_redis,0.56%,6.996MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:33:37.3328568+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:33:37.3328568+05:30,mediroute_backend,1.66%,223.6MiB / 3.529GiB,6.19%,7.17MB / 4.45MB,170MB / 0B,33
2026-04-27T08:33:37.3328568+05:30,mediroute_db,0.00%,52.78MiB / 3.529GiB,1.46%,2.37MB / 1.24MB,41.9MB / 901kB,11
2026-04-27T08:33:37.3328568+05:30,mediroute_redis,0.51%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:33:54.1335912+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:33:54.1335912+05:30,mediroute_backend,1.73%,223.3MiB / 3.529GiB,6.18%,7.41MB / 4.69MB,170MB / 0B,33
2026-04-27T08:33:54.1335912+05:30,mediroute_db,0.00%,52.78MiB / 3.529GiB,1.46%,2.55MB / 1.33MB,41.9MB / 901kB,11
2026-04-27T08:33:54.1335912+05:30,mediroute_redis,0.48%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:34:11.2514536+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:34:11.2514536+05:30,mediroute_backend,1.63%,223.9MiB / 3.529GiB,6.20%,7.53MB / 4.72MB,170MB / 0B,33
2026-04-27T08:34:11.2514536+05:30,mediroute_db,0.00%,52.78MiB / 3.529GiB,1.46%,2.55MB / 1.33MB,41.9MB / 901kB,11
2026-04-27T08:34:11.2514536+05:30,mediroute_redis,2.78%,7.027MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:34:28.3441996+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:34:28.3441996+05:30,mediroute_backend,1.63%,224.6MiB / 3.529GiB,6.22%,7.64MB / 4.75MB,170MB / 0B,34
2026-04-27T08:34:28.3441996+05:30,mediroute_db,5.31%,52.93MiB / 3.529GiB,1.47%,2.55MB / 1.33MB,41.9MB / 901kB,11
2026-04-27T08:34:28.3441996+05:30,mediroute_redis,0.62%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:34:45.4457026+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:34:45.4457026+05:30,mediroute_backend,8.48%,223.9MiB / 3.529GiB,6.20%,7.83MB / 4.9MB,170MB / 0B,33
2026-04-27T08:34:45.4457026+05:30,mediroute_db,0.66%,52.8MiB / 3.529GiB,1.46%,2.65MB / 1.39MB,41.9MB / 901kB,11
2026-04-27T08:34:45.4457026+05:30,mediroute_redis,0.49%,6.758MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:35:02.2664721+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:35:02.2664721+05:30,mediroute_backend,1.77%,224.7MiB / 3.529GiB,6.22%,8.01MB / 5.03MB,170MB / 0B,33
2026-04-27T08:35:02.2664721+05:30,mediroute_db,0.00%,53.03MiB / 3.529GiB,1.47%,2.73MB / 1.43MB,41.9MB / 901kB,11
2026-04-27T08:35:02.2664721+05:30,mediroute_redis,0.62%,7.25MiB / 3.529GiB,0.20%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:35:19.3610305+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:35:19.3610305+05:30,mediroute_backend,1.91%,223.9MiB / 3.529GiB,6.20%,8.13MB / 5.07MB,170MB / 0B,34
2026-04-27T08:35:19.3610305+05:30,mediroute_db,0.00%,52.81MiB / 3.529GiB,1.46%,2.73MB / 1.43MB,42MB / 901kB,11
2026-04-27T08:35:19.3610305+05:30,mediroute_redis,2.88%,7.613MiB / 3.529GiB,0.21%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:35:36.4643085+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:35:36.4643085+05:30,mediroute_backend,1.72%,224.1MiB / 3.529GiB,6.20%,8.25MB / 5.1MB,170MB / 0B,33
2026-04-27T08:35:36.4643085+05:30,mediroute_db,0.00%,52.82MiB / 3.529GiB,1.46%,2.73MB / 1.43MB,42MB / 901kB,11
2026-04-27T08:35:36.4643085+05:30,mediroute_redis,0.50%,7MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:35:53.2398716+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:35:53.2398716+05:30,mediroute_backend,2.01%,224.5MiB / 3.529GiB,6.21%,8.48MB / 5.34MB,170MB / 0B,34
2026-04-27T08:35:53.2398716+05:30,mediroute_db,5.68%,52.87MiB / 3.529GiB,1.46%,2.91MB / 1.52MB,42MB / 901kB,11
2026-04-27T08:35:53.2398716+05:30,mediroute_redis,3.07%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:36:10.3414796+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:36:10.3414796+05:30,mediroute_backend,1.62%,224.2MiB / 3.529GiB,6.21%,8.6MB / 5.37MB,170MB / 0B,33
2026-04-27T08:36:10.3414796+05:30,mediroute_db,0.00%,52.81MiB / 3.529GiB,1.46%,2.91MB / 1.52MB,42MB / 901kB,11
2026-04-27T08:36:10.3414796+05:30,mediroute_redis,0.56%,7.25MiB / 3.529GiB,0.20%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:36:27.4481488+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:36:27.4481488+05:30,mediroute_backend,1.73%,224.7MiB / 3.529GiB,6.22%,8.72MB / 5.41MB,170MB / 0B,33
2026-04-27T08:36:27.4481488+05:30,mediroute_db,7.56%,52.73MiB / 3.529GiB,1.46%,2.91MB / 1.52MB,42MB / 901kB,11
2026-04-27T08:36:27.4481488+05:30,mediroute_redis,0.62%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:36:44.2598060+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:36:44.2598060+05:30,mediroute_backend,8.36%,223.7MiB / 3.529GiB,6.19%,8.89MB / 5.54MB,170MB / 0B,33
2026-04-27T08:36:44.2598060+05:30,mediroute_db,0.72%,52.72MiB / 3.529GiB,1.46%,3MB / 1.56MB,42MB / 901kB,11
2026-04-27T08:36:44.2598060+05:30,mediroute_redis,0.46%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:37:01.3643522+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:37:01.3643522+05:30,mediroute_backend,1.37%,224MiB / 3.529GiB,6.20%,9.07MB / 5.68MB,170MB / 0B,33
2026-04-27T08:37:01.3643522+05:30,mediroute_db,5.14%,56.9MiB / 3.529GiB,1.57%,3.09MB / 1.61MB,42MB / 901kB,13
2026-04-27T08:37:01.3643522+05:30,mediroute_redis,0.42%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:37:18.4545826+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:37:18.4545826+05:30,mediroute_backend,1.67%,224MiB / 3.529GiB,6.20%,9.2MB / 5.72MB,170MB / 0B,33
2026-04-27T08:37:18.4545826+05:30,mediroute_db,0.00%,52.72MiB / 3.529GiB,1.46%,3.09MB / 1.61MB,42MB / 901kB,11
2026-04-27T08:37:18.4545826+05:30,mediroute_redis,0.52%,7.312MiB / 3.529GiB,0.20%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:37:35.5603703+05:30,mediroute_frontend,0.00%,11.64MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:37:35.5603703+05:30,mediroute_backend,1.68%,224.1MiB / 3.529GiB,6.20%,9.32MB / 5.75MB,170MB / 0B,33
2026-04-27T08:37:35.5603703+05:30,mediroute_db,0.00%,52.72MiB / 3.529GiB,1.46%,3.09MB / 1.61MB,42MB / 901kB,11
2026-04-27T08:37:35.5603703+05:30,mediroute_redis,0.46%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:37:52.4227181+05:30,mediroute_frontend,0.00%,11.65MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:37:52.4227181+05:30,mediroute_backend,1.69%,224.1MiB / 3.529GiB,6.20%,9.55MB / 5.99MB,170MB / 0B,33
2026-04-27T08:37:52.4227181+05:30,mediroute_db,0.01%,52.72MiB / 3.529GiB,1.46%,3.26MB / 1.7MB,42MB / 901kB,11
2026-04-27T08:37:52.4227181+05:30,mediroute_redis,3.15%,6.781MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:38:39.9213473+05:30,mediroute_frontend,0.00%,11.69MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:38:39.9213473+05:30,mediroute_backend,6.78%,224.3MiB / 3.529GiB,6.21%,9.7MB / 6.05MB,170MB / 0B,34
2026-04-27T08:38:39.9213473+05:30,mediroute_db,0.08%,52.69MiB / 3.529GiB,1.46%,3.27MB / 1.7MB,42MB / 901kB,11
2026-04-27T08:38:39.9213473+05:30,mediroute_redis,0.45%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:38:57.1094720+05:30,mediroute_frontend,0.00%,11.69MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:38:57.1094720+05:30,mediroute_backend,1.46%,224.7MiB / 3.529GiB,6.22%,9.93MB / 6.27MB,170MB / 0B,34
2026-04-27T08:38:57.1094720+05:30,mediroute_db,0.00%,52.69MiB / 3.529GiB,1.46%,3.44MB / 1.8MB,42MB / 901kB,11
2026-04-27T08:38:57.1094720+05:30,mediroute_redis,0.66%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:39:14.2060588+05:30,mediroute_frontend,0.00%,11.69MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:39:14.2060588+05:30,mediroute_backend,1.73%,224.9MiB / 3.529GiB,6.22%,10MB / 6.31MB,170MB / 0B,34
2026-04-27T08:39:14.2060588+05:30,mediroute_db,0.00%,52.68MiB / 3.529GiB,1.46%,3.44MB / 1.8MB,42MB / 901kB,11
2026-04-27T08:39:14.2060588+05:30,mediroute_redis,0.46%,6.746MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:39:31.3295638+05:30,mediroute_frontend,0.00%,11.69MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:39:31.3295638+05:30,mediroute_backend,1.40%,224.4MiB / 3.529GiB,6.21%,10.2MB / 6.34MB,170MB / 0B,33
2026-04-27T08:39:31.3295638+05:30,mediroute_db,3.52%,55.49MiB / 3.529GiB,1.54%,3.44MB / 1.8MB,42MB / 901kB,13
2026-04-27T08:39:31.3295638+05:30,mediroute_redis,2.54%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:39:48.1239611+05:30,mediroute_frontend,0.00%,11.69MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:39:48.1239611+05:30,mediroute_backend,7.13%,224.8MiB / 3.529GiB,6.22%,10.4MB / 6.51MB,170MB / 0B,33
2026-04-27T08:39:48.1239611+05:30,mediroute_db,0.58%,52.7MiB / 3.529GiB,1.46%,3.57MB / 1.86MB,42MB / 901kB,11
2026-04-27T08:39:48.1239611+05:30,mediroute_redis,0.44%,6.742MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:40:05.1949718+05:30,mediroute_frontend,0.00%,11.68MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:40:05.1949718+05:30,mediroute_backend,1.56%,224.3MiB / 3.529GiB,6.21%,10.5MB / 6.62MB,170MB / 0B,33
2026-04-27T08:40:05.1949718+05:30,mediroute_db,0.00%,52.49MiB / 3.529GiB,1.45%,3.62MB / 1.89MB,42MB / 901kB,11
2026-04-27T08:40:05.1949718+05:30,mediroute_redis,0.51%,6.977MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:40:22.3891628+05:30,mediroute_frontend,0.00%,11.68MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:40:22.3891628+05:30,mediroute_backend,1.60%,224.9MiB / 3.529GiB,6.23%,10.6MB / 6.65MB,170MB / 0B,34
2026-04-27T08:40:22.3891628+05:30,mediroute_db,0.00%,52.5MiB / 3.529GiB,1.45%,3.62MB / 1.89MB,42MB / 901kB,11
2026-04-27T08:40:22.3891628+05:30,mediroute_redis,0.52%,6.727MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:40:38.9651239+05:30,mediroute_frontend,0.00%,11.68MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:40:38.9651239+05:30,mediroute_backend,0.46%,224MiB / 3.529GiB,6.20%,10.8MB / 6.69MB,170MB / 0B,33
2026-04-27T08:40:38.9651239+05:30,mediroute_db,0.00%,52.5MiB / 3.529GiB,1.45%,3.62MB / 1.89MB,42MB / 901kB,11
2026-04-27T08:40:38.9651239+05:30,mediroute_redis,0.53%,6.977MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
2026-04-27T08:40:56.1161589+05:30,mediroute_frontend,0.00%,11.68MiB / 3.529GiB,0.32%,2.16kB / 1.3kB,8.09MB / 4.1kB,13
2026-04-27T08:40:56.1161589+05:30,mediroute_backend,0.24%,224.1MiB / 3.529GiB,6.20%,10.8MB / 6.7MB,170MB / 0B,33
2026-04-27T08:40:56.1161589+05:30,mediroute_db,5.65%,52.75MiB / 3.529GiB,1.46%,3.63MB / 1.89MB,42MB / 901kB,11
2026-04-27T08:40:56.1161589+05:30,mediroute_redis,0.66%,6.734MiB / 3.529GiB,0.19%,2.24kB / 126B,12.5MB / 0B,6
